sfid|dt_rif|juridical_form|dossier_type|application_source|credimi_industry|region|zone|revenues|pfn_ebitda|pn|ebitda|target|score_accounting|score_identity|score_trend|slope_ebit|slope_fondi|slope_ebitda|slope_fatturato|slope_liquidita|slope_al_accordato_operativo_sistema|slope_al_utilizzo_sistema|slope_al_sconfino_sistema|slope_scad_accordato_operativo_sistema|slope_scad_utilizzo_sistema|slope_scad_sconfino_sistema|slope_rev_accordato_operativo_sistema|slope_rev_utilizzo_sistema|slope_rev_sconfino_sistema|gender
a1Q7R00000ejDzJUAU|2022-01-05|SR|F|R|DISTRIBUTION|LAZIO|C|59820.0|5.077|753.0|1026.0|0.0|-9.206510556504295|-1.837387122|-2.8|-1.0|-1.0|-1.5|17.0|-1.5|10.491171122981214|9.287272923268258|-18.775009971240443|-14.615682935630455|-2.442366427110326|-21.891091809886305|6.517843247668407|8.38839655290752|10.516951766199195|F
a1Q7R00000a37lkUAA|2021-06-15|SR|F|R|HOUSEHOLD_ELECTRICAL_APPLIANCES|LOMBARDIA|N-W|10790.0|8.684|281.0|253.0|0.0|-8.102814507309429|-2.238916863|-1.4000000000000001|20.5|-15.5|30.0|36.0|17.0|7.080981403888043|-6.194732169802832|7.722280172255344|18.422187803274323|-20.43880196774456|0.6208774071586909|1.572222106990119|7.18828659461817|-11.627492851525027|M
a1Q7R00000a3AgxUAE|2021-06-22|RS|F|D|CONSTRUCTION|VENETO|N-E|576.0|0.5194|96.0|129.0|0.0|-1.3096163360602127|-1.095666916|-3.0|-1.2490110005472035|8.433847916588713|-4.338250096954479|144.46851855633787|12.600157220162549|-17.113331511109017|-5.209332337468864|-4.511183734101494|13.662520284991134|-9.385514353080847|-11.362938013487694|1.913894087491009|-0.1869431166191694|-4.3253835063344575|F
a1Q2X00000ZEajbUAD|2020-05-21|SR|F|R|TRANSPORTATION_SERVICES|LOMBARDIA|N-W|3009.0|4.297|167.0|118.0|0.0|-2.068087999585101|-1.3481579529999999|-1.2|-0.07917189455854245|1.1310422674018952|-15.019148210036104|140.91728831352364|12.845108458114538|-4.500400314286957|2.7385566638637813|-1.1516035186013243|7.193854760781054|8.001768414735526|19.261802572380887|5.538160204456072|-15.859849482884028|-4.809822375957809|F
a1Q7R00000aBBylUAG|2021-07-30|SR|F|D|FOOD_AND_BEVERAGES|LOMBARDIA|N-W|1091.0|-0.04167|50.0|48.0|0.0|-6.198198480962304|-2.238916863|0.1|5.869227236481822|0.2670380315696992|2.783175868895982|151.03192313773616|9.288417534592995|1.3293337783544814|5.262117390800783|-9.594825767501792|-4.8388856587877|-0.2720149689286725|21.768710120549095|9.774782181356404|-3.5820366177165863|-22.434293569148526|M
a1Q7R00000eiUfhUAE|2021-09-28|SR|F|R|CONSTRUCTION|LOMBARDIA|N-W|1139.0|0.3333|51.0|54.0|0.0|-8.837771729439332|-1.072255666|-0.9|-7.720135851255562|3.2996854206498707|12.17374768572603|130.97534260512094|13.59523521233741|8.2546260313719|-5.80736301645378|-10.56339053110919|1.5672742760290301|-1.3061203088324977|2.9944379241005525|-21.778284829384713|-4.30327801361459|7.300133173970464|M
a1Q7R00000a30UwUAI|2021-05-13|SN|F|D|FOOD_AND_BEVERAGES|PUGLIA|S|||||0.0|-0.16153779354770337|-0.6632580349999999|-0.9|11.962824169858774|-2.043493711431468|29.55966032215983|155.7565069544593|10.346601455163022|0.8939034954794866|-12.647309255029827|3.9644641923471267|9.565137615097141|-18.225299263489788|-0.11461417874992212|5.4294920917373055|4.286710074198898|1.4359954979183285|F
a1Q7R00000a2lFXUAY|2021-03-08|SR|F|D|TRANSPORTATION_SERVICES|TOSCANA|C|1355.0|-0.1951|81.0|82.0|0.0|-1.5524469852152758|-1.0652048429999998|-2.0|-3.0|5.0|12.0|-73.5|134.5|-6.538576951347295|-12.722360514769713|-4.2482841388527595|-4.064355071037239|-4.405853527271415|4.621415579340382|7.172259631412913|-10.146539795761694|3.005159580392737|F
a1Q7R00000eiNAXUA2|2021-08-31|DI|C|D|DISTRIBUTION|LIGURIA|N-W|||||0.0|-0.16153779354770337|-1.05390692|0.1|-0.7022751199889035|-13.945230917274708|1.6298826156600592|146.45760202703462|6.984901547909365|6.2273717085696925|-14.818249144665648|8.864669917603187|-10.703403510822357|-8.983662792043448|-0.2713431699627334|9.369225673032767|7.695282736898189|-5.817878109893364|M
a1Q7R00000a2xumUAA|2021-04-26|SR|F|D|TRANSPORTATION_MEANS|CAMPANIA|S|9917.0|-0.6187|3516.0|737.0|1.0|-1.2332009434589475|-2.391061586|0.12000000000000001|0.6462783897163433|-0.9136793101160534|6.893563982589275|156.38418205552375|14.511432026241575|0.9396331557206544|-4.855076304206837|-12.19800839271167|1.8969439651388529|2.4036950617640906|-1.1335143776426084|-17.590275223717512|-14.77889184985815|4.198364400552269|M
a1Q2X00000Xbb07UAB|2019-12-26|SU|D|R|ELECTRONICS_AND_ELECTRICAL_ENGINEERING|EMILIA-ROMAGNA|N-E|1568.0|-0.8101|179.0|79.0|0.0|-1.3160401593323636|-1.949820675|-0.75|6.420737015386709|-4.468620920295695|-4.263482288664374|152.63429282471537|20.175252071515857|-4.987128094849081|-7.614304847198609|-11.271677446388818|-14.297370598181177|20.52184548246776|0.16256984360483753|-1.3855101425599332|15.808085529783787|-3.244866982439748|F
a1Q7R00000ZWWxCUAX|2021-02-25|SR|F|D|DISTRIBUTION|PUGLIA|S|164.0|-0.6923|19.0|13.0|0.0|-1.262123118435881|-0.84052222|0.1|16.53940602604208|4.649378695752008|-0.1743384458663666|150.68975481476832|23.1390014418186|-8.935760954554524|8.769698386648857|11.643841929686696|5.885315439670122|-10.04269484810325|-9.283811820174112|-0.06256920576822059|7.4734354848374815|5.114270254996824|F
a1Q7R00000ZWGSTUA5|2020-10-19|SR|F|D|OTHER_CONSUMER_GOODS|ABRUZZO|S|980.0|1.602|507.0|98.0|0.0|-1.3566052506476103|-2.22146045|0.1|14.5|-8.0|-4.5|-100.0|-170.5|3.722896261287575|14.023238616835233|2.9321024036725554|-0.04165624999999995|-0.04165624999999995|0.0|-0.0241875|-0.0241875|0.0|F
a1Q2X00000ZEWTpUAP|2020-05-04|SR|S|D|PUBLISHING|LOMBARDIA|N-W|139.0|0.0|2.0|7.0|0.0|-0.16153779354770337|-1.7332690290000001|0.1|7.232063981569277|-0.4199776463919278|19.562843782163775|156.73708909956937|-9.353667217855124|-7.425641861771688|-0.6004686361318741|1.1649510517089332|2.1463488203482997|-7.861509472596734|-2.4323547401814323|-7.688141580362925|7.631518318412195|3.9421063640851752|F
a1Q7R00000eicwXUAQ|2021-11-25|SR|F|R|ENERGY_AND_EXTRACTION|BASILICATA|S|4582.0|1.814|233.0|296.0|0.0|-0.9582741356229889|-2.2483171129999997|-1.8|1.0|-2.5|-63.0|-162.0|-0.5|0.40418577237812325|12.151376875168177|-15.227803632486|20.309212157165632|-10.147588041545637|4.238971515522196|-9.870379650041388|-11.512531782566516|-11.472301177661965|M
a1Q7R00000a2neKUAQ|2021-03-17|SR|F|R|CHEMISTRY|LOMBARDIA|N-W|2045.0|3.834|199.0|241.0|0.0|-0.7740489596652335|-2.238916863|-0.30000000000000004|5.596574604584037|3.7751954298200285|7.9872267779264075|138.4843172749333|3.6186853955574296|2.5849723772906255|3.8549680400879023|11.522986050249205|3.272672129537336|-6.620853292064064|-1.8968502530452338|-4.29737807872686|2.3734480280385943|6.185753178332821|F
a1Q2X00000ZAVCmUAP|2020-03-25|SR|F|D|DISTRIBUTION|VENETO|N-E|1840.0|6.338|92.0|71.0|0.0|-0.5928378640413468|-1.7940957819999999|-1.9|1.9255184096408184|-0.869847706697207|-1.51190531177902|152.6515152647102|9.68491349609916|-10.14685210941492|15.354714939072982|11.493801724821868|2.824868810295651|6.400377543360179|7.349311977861939|-6.606862409674884|-14.141462107976526|14.09120641167712|M
a1Q2X00000Z9tLJUAZ|2020-03-23|AS|S|D|DISTRIBUTION|LAZIO|C|||||0.0|-0.16153779354770337|-1.06234951|0.1|16.23836834528279|-27.605980530878917|-12.248648315340802|155.86747620739325|26.808478176210627|-6.9136323057670355|0.3881525900857622|-10.393363066101946|-9.97173411288066|2.9297282886296325|-20.982264068890682|-1.0400737705957297|12.337804780009247|14.30114598180883|F
a1Q2X00000ZEkUzUAL|2020-07-03|DI|L|P|METALLURGY_AND_STEEL_PRODUCTS|SICILIA|I|||||0.0|-0.16153779354770337|-0.35436325300000004|0.1|3.3149923827481738|-25.129616767397728|-7.910559124151021|129.290387332367|0.11180168912575716|6.3574707536552975|4.701733636325529|2.4022306655433217|-4.089309961570227|25.431058756733897|1.3468535038456855|0.09556453068530119|9.664106563672641|-8.68611031557011|M
a1Q7R00000einERUAY|2021-11-23|SC|F|R|SERVICES|CAMPANIA|S|428.0|-0.08333|51.0|12.0|0.0|-8.220860133289523|-0.671429941|0.1|19.12323046638828|-7.917895629065002|2.4967683624584254|150.2845331460005|18.45469014435961|-14.553398271041702|9.436185784430819|8.792031515722185|19.91663860602777|-5.96284157989325|18.318008861605904|10.621160673870884|17.57003563105596|-17.809397476806634|M
a1Q2X00000ZWBOMUA5|2020-09-07|SR|F|D|DISTRIBUTION|VENETO|N-E|710.0|-0.03846|92.0|52.0|0.0|-0.743221729133554|-1.31786747|-1.0|14.15984748166953|-4.152040502798335|16.40651619377457|142.18311369030167|-0.1795097378075834|4.361207161742026|-0.2330064666614612|-5.7950355867497345|2.944524425553405|5.835711220611546|-22.432787530583497|-28.756617297751212|0.6632902146684612|2.070759424408423|F
a1Q2X00000ZEacuUAD|2020-05-20|DI|L|P|DISTRIBUTION|PIEMONTE|N-W|||||0.0|-0.16153779354770337|-0.65390692|-0.9|5.946909235663483|-3.606329523370351|29.394608388233994|154.40056803832357|10.36111803790166|16.997939418700515|-11.588165837514481|13.677888287257002|-17.698832329056426|-3.89744217519078|21.650421624722156|0.33838835006790463|-10.20068013647698|6.308877628409199|F
a1Q7R00000ej4i4UAA|2021-12-07|SR|F|D|FASHION|ABRUZZO|S|1121.0|0.0531|343.0|-113.0|0.0|-3.231873653748746|-2.029551368|-1.2|3.0|0.0|7.0|-169.5|-1.0|-17.817465377951685|5.989106310541954|0.08494764483977268|0.0|0.0|0.0|0.0|-0.011749999999999983|0.0|F
a1Q7R00000a2olqUAA|2021-03-17|SR|F|D|TRANSPORTATION_SERVICES|SICILIA|I|||||1.0|-0.16153779354770337|-1.620796565|0.6000000000000001|-8.435925765418524|1.5628221786059733|8.02556333090425|139.58041424206044|9.243101598852594|10.522794644989162|-5.031061271043474|3.025301577380021|-2.5014077935987813|0.15815865459068418|19.53270294835624|3.0042771889222415|-22.929814841368003|-11.60742505100677|M
a1Q7R00000a369BUAQ|2021-06-07|SR|F|D|OTHER_CONSUMER_GOODS|ABRUZZO|S|1021.0|-0.26|410.0|100.0|0.0|-9.12644613743564|-2.22146045|0.4|111.0|-4.0|76.5|1295.0|-91.5|1.8288749999999965|5.984562500000003|0.0|0.0|-0.019562500000006366|0.0|0.0|0.0|0.0|F
a1Q7R00000a3ADvUAM|2021-06-21|SR|F|D|SERVICES|TRENTINO-ALTO ADIGE|N-E|135.0|-0.5556|7.0|9.0|0.0|-1.296968861619146|-2.114148323|-1.8|-14.0|-0.5|-4.0|161.0|8.0|-6.713117465005507|7.52945766312996|5.92849817217844|5.634676592677806|15.004076224210383|-7.1923756582911|6.516083480303344|-0.7804134237335231|-2.6965351070234305|M
a1Q7R00000a2mxLUAQ|2021-03-16|DI|C|D|DISTRIBUTION|CAMPANIA|S|||||0.0|-0.16153779354770337|-0.45031721999999996|0.1|13.545668898966301|5.8316434926268865|2.711497944576583|155.72859721114895|12.173571155158859|1.8329419305613999|-8.628141780883599|-1.7335099658487443|-4.477030380282022|-3.1599709336695194|9.03306633821571|-11.680575432269258|-0.7904230613498653|14.853752919791848|F
a1Q7R00000a36QgUAI|2021-06-08|DI|C|D|SERVICES|PIEMONTE|N-W|||||0.0|-0.16153779354770337|-0.973959461|-0.9|2.4614021311576293|-7.788107907116451|6.789736468367004|147.44031262315318|24.288340079575278|1.5581977526368145|12.41720062602473|19.46300225154285|5.746687479137111|10.261439745470888|5.376308973832581|18.97688703109866|-16.533868924654325|15.223647160308056|M
a1Q7R00000eiWgNUAU|2021-10-05|DI|C|D|DISTRIBUTION|CAMPANIA|S|||||0.0|-0.16153779354770337|-0.2503172199999999|0.1|0.5260266140884822|-14.916584626066623|-0.9847634472701214|143.5760386991174|17.901273179586774|-0.7572676069858782|6.781195749749181|-1.8852470466367277|4.482941199546889|2.3404436673498843|8.645509113765119|-1.5726370150411852|-11.569491360960846|10.110257058186884|M
a1Q7R00000a2yPpUAI|2021-04-28|SR|F|R|DISTRIBUTION|VENETO|N-E|763.0|-1.379|212.0|174.0|0.0|-1.6234518376389682|-1.7940957819999999|-3.0|7.797386503365479|1.9975191946578361|13.09577813337028|138.0696184244655|22.846910077395584|-11.75365346438518|-0.04176791750888005|-5.75049015436181|5.80478108098731|12.56417449226781|-0.9280345906598405|-2.518550460114554|2.0298837025730334|11.153589111187316|M
a1Q2X00000ZBNMPUA5|2020-04-16|SR|F|D|PUBLISHING|VENETO|N-E|2143.0|-0.05303|220.0|132.0|0.0|-1.49919579507151|-2.591097907|-3.0|26.0|-6.0|26.5|203.5|13.0|-2.8482112259467334|13.541761054068841|-15.099739434027326|-6.339400096245625|-5.666927651773718|28.355444783112965|5.138155735197952|0.3761241929083469|11.962916344343778|F
a1Q7R00000eimnpUAA|2021-11-10|RS|F|D|DISTRIBUTION|PIEMONTE|N-W|4137.0|-1.269|197.0|108.0|0.0|-1.0325505933608008|-1.19376762|0.1|7.993729120250727|-3.5667795066451045|-14.919835372598602|144.47947288121276|0.2914568772207158|19.312065912768723|0.01248819592043527|-11.716138579676752|-9.401939056633468|-14.530425998456867|-1.7986833395386197|0.7473117513356976|-7.043411555648961|-4.950700468285776|F
a1Q2X00000ZEWukUAH|2020-06-05|DI|L|P|ELECTRONICS_AND_ELECTRICAL_ENGINEERING|PIEMONTE|N-W|||||0.0|-0.16153779354770337|-2.120277753|-0.9|10.193157803129932|11.528735643081797|15.608952277979132|142.02642446822108|9.907247520014941|-13.805842126662052|-6.336005608334439|13.522664527793285|13.33957421162551|14.663325540603031|-14.019176247724191|-7.339959988561561|11.291118890304093|22.449788739043957|M
a1Q2X00000Z6pRnUAJ|2020-08-04|SR|F|D|TRANSPORTATION_SERVICES|MARCHE|C|1296.0|-0.05587|252.0|179.0|0.0|-1.5306146300756118|-1.0652048429999998|-0.8|45.0|0.0|44.5|1197.5|6.5|-0.5435816208796949|-11.59456921399926|3.1599829992795163|14.826327991257562|9.791776722853045|5.930038080650187|0.9584933331748702|1.6295807312597888|-4.651860036657008|F
a1Q2X00000ZWCHCUA5|2020-09-10|SR|F|D|DISTRIBUTION|LOMBARDIA|N-W|1084.0|-1.97|233.0|33.0|1.0|-0.3670842517253756|-1.24411192|-0.9|18.631060466950895|-2.9053672303985913|9.331660728909524|163.12584178613133|8.85783621700169|-6.223706530753337|6.732358852908656|-9.802965385679856|-1.1182193086674554|-8.953150228638435|8.958915215456237|3.3912086687874425|6.9088587513809365|-10.11879225146253|M
a1Q7R00000eiortUAA|2021-12-09|SU|F|R|SERVICES|ABRUZZO|S|5174.0|20.46|699.0|54.0|0.0|-1.703638357217491|-0.907095363|0.1|-6.358524739494746|0.2640314369875787|9.03482250215518|158.68056528679858|2.2302401867840533|-20.144430421018775|0.1621676379248761|-0.9550092715754837|6.497192402940091|5.435237463388673|-6.652818856223504|5.435571586081844|-7.578155147406721|-4.360295784822666|M
a1Q7R00000a3DeQUAU|2021-07-15|RS|F|D|FASHION|CAMPANIA|S|656.0|-1.264|25.0|53.0|0.0|-1.0243392044303476|-0.398268838|-2.6|9.534633319618077|5.54199210699637|11.530151453574428|147.79240717924267|27.084143333924885|-6.447899910893837|4.354601396072308|-7.248695023232521|-2.1167480918470005|22.318625453142342|-2.685105139255473|-19.248544665489437|-9.398841637356611|-0.9441730876094472|M
a1Q2X00000ZW919UAD|2020-08-18|SR|F|D|PUBLISHING|LAZIO|C|549.0|-0.22|93.0|50.0|0.0|-0.8022863834261378|-0.974087607|-0.9|12.248669751800191|-1.9854073964428522|10.320519260994631|125.1874620661809|-1.7734044903326591|-2.760080580245478|-2.1597377672466456|16.47038995643476|0.6400364673981793|10.75557457423125|7.136192773776009|0.34644429572087854|-5.4000171981401595|16.91414988764273|M
a1Q7R00000a2kpoUAA|2021-03-05|SR|F|D|DISTRIBUTION|CAMPANIA|S|2223.0|-4.024|82.0|41.0|0.0|-1.4551246427166762|-0.84052222|-0.9|21.87420131822503|-7.373621598715429|8.193202445725499|149.91418379694892|-7.559379286014634|1.864970380279289|3.376485294171344|4.152259580346847|-9.354274097113041|-3.7252441727904886|11.152898107739754|1.2190816332625996|7.948267881508883|-9.075376332285506|M
a1Q7R00000ZWLCOUA5|2020-11-26|SR|F|R|TRANSPORTATION_SERVICES|LOMBARDIA|N-W|5866.0|1.721|245.0|244.0|0.0|-0.4278757205391046|-2.2243862649999997|0.1|17.294477517491952|-1.8264852629845434|14.447137413899394|144.02976634709773|21.589978384749454|6.27508004147417|12.031469659511867|-2.2061784846771197|-0.2412131823247648|12.727090705848738|-1.640488554235923|3.0190186883110037|2.5972826102430555|3.485817723727148|M
a1Q7R00000ZWOwMUAX|2020-12-28|SU|F|R|MECHANICS|TOSCANA|C|8966.0|3.279|1088.0|771.0|0.0|-0.6195464096077187|-1.847748843|-1.9|-1.5|-6.0|-1.5|10.0|-3.0|15.891784410726364|18.85037841030883|1.3076783817420474|-25.435652015083505|-2.5926037754313915|-13.157050550437672|11.869114007937263|2.7342584312672993|6.725851489870231|F
a1Q7R00000aBCtcUAG|2021-08-06|SR|F|R|AGRICOLTURE|LIGURIA|N-W|230.0|4.692|985.0|52.0|0.0|-9.027247779595054|-1.164164461|-1.5|-183.0|0.5|-180.5|-199.0|-40.0|10.773147402543184|0.07281636509782602|8.965632967726384|0.580758062809454|-20.83127034130261|-12.698597925613782|15.922921314626585|-3.3161375962332613|6.105251552321704|M
a1Q7R00000a2mTkUAI|2021-03-11|SR|F|D|PUBLISHING|VENETO|N-E|75.0|-5.143|17.0|7.0|0.0|-2.027537523803971|-1.330796267|0.1|14.53743008006236|-10.623843642361358|2.839916293463138|147.2883935900319|20.261449331139616|10.82902904486498|18.38224870615163|-5.952831528355568|0.5079974008188789|2.608576677525155|22.259921709439585|0.6824951589880621|0.06539117677956593|0.5120299573813227|F
